client_id,campaign_id,group_id,account_descriptive_name,ad_network_type,avg_position,campaign_name,city_criteria_id,clicks,cost,impressions,country_criteria_id,date,device,external_customer_id,metro_criteria_id,region_criteria_id
1,1,456DEF,ACC_DESC_NAME,Search partners,0,Region_X_Country_Y__P_FamilyCommunity_Campaign_ID_#46,GHI City ID,0,0,1,ABC Country,2021-04-20,Computers,1,0,XYZ Region ID
1,1,908YUI,ACC_DESC_NAME,Google search,0,Region_X_Country_Y__P_FamilyCommunity_Campaign_ID_#46,GHI City ID,0,0,1,ABC Country,2021-03-02,Computers,1,0,XYZ Region ID
1,1,456DEF,ACC_DESC_NAME,Search partners,0,Region_X_Country_Y__P_FamilyCommunity_Campaign_ID_#46,GHI City ID,3,1070000,6,ABC Country,2021-03-12,Computers,1,0,XYZ Region ID
1,1,456DEF,ACC_DESC_NAME,Search partners,0,Region_X_Country_Y__P_FamilyCommunity_Campaign_ID_#46,GHI City ID,0,0,1,ABC Country,2021-04-07,Computers,1,0,XYZ Region ID
1,1,123ABC,ACC_DESC_NAME,Search partners,0,Region_X_Country_Y__P_FamilyCommunity_Campaign_ID_#46,GHI City ID,0,0,1,ABC Country,2021-04-10,Computers,1,0,XYZ Region ID
1,1,123ABC,ACC_DESC_NAME,Google search,0,Region_X_Country_Y__P_FamilyCommunity_Campaign_ID_#46,GHI City ID,0,0,1,ABC Country,2021-04-10,Computers,1,0,XYZ Region ID
1,1,456DEF,ACC_DESC_NAME,Search partners,0,Region_X_Country_Y__P_FamilyCommunity_Campaign_ID_#46,GHI City ID,0,0,1,ABC Country,2021-03-28,Computers,1,0,XYZ Region ID
1,1,123ABC,ACC_DESC_NAME,Search partners,0,Region_X_Country_Y__P_FamilyCommunity_Campaign_ID_#46,GHI City ID,0,0,1,ABC Country,2021-03-16,Computers,1,0,XYZ Region ID
1,1,789GHI,ACC_DESC_NAME,Search partners,0,Region_X_Country_Y__P_FamilyCommunity_Campaign_ID_#46,GHI City ID,0,0,1,ABC Country,2021-03-31,Computers,1,0,XYZ Region ID
1,1,456DEF,ACC_DESC_NAME,Google search,0,Region_X_Country_Y__P_FamilyCommunity_Campaign_ID_#46,GHI City ID,0,0,1,ABC Country,2021-04-15,Computers,1,0,XYZ Region ID
1,1,789GHI,ACC_DESC_NAME,Search partners,0,Region_X_Country_Y__P_FamilyCommunity_Campaign_ID_#46,GHI City ID,0,0,2,ABC Country,2021-04-22,Computers,1,0,XYZ Region ID
1,1,456DEF,ACC_DESC_NAME,Search partners,0,Region_X_Country_Y__P_FamilyCommunity_Campaign_ID_#46,GHI City ID,0,0,1,ABC Country,2021-05-05,Computers,1,0,XYZ Region ID
1,1,456DEF,ACC_DESC_NAME,Google search,0,Region_X_Country_Y__P_FamilyCommunity_Campaign_ID_#46,GHI City ID,0,0,1,ABC Country,2021-05-06,Computers,1,0,XYZ Region ID
1,1,789GHI,ACC_DESC_NAME,Search partners,0,Region_X_Country_Y__P_FamilyCommunity_Campaign_ID_#46,GHI City ID,0,0,5,ABC Country,2021-05-06,Computers,1,0,XYZ Region ID
1,1,789GHI,ACC_DESC_NAME,Google search,0,Region_X_Country_Y__P_FamilyCommunity_Campaign_ID_#46,GHI City ID,0,0,1,ABC Country,2021-02-23,Computers,1,0,XYZ Region ID
1,1,123ABC,ACC_DESC_NAME,Google search,0,Region_X_Country_Y__P_FamilyCommunity_Campaign_ID_#46,GHI City ID,0,0,1,ABC Country,2021-04-27,Computers,1,0,XYZ Region ID
1,1,789GHI,ACC_DESC_NAME,Google search,0,Region_X_Country_Y__P_FamilyCommunity_Campaign_ID_#46,GHI City ID,0,0,1,ABC Country,2021-04-01,Computers,1,0,XYZ Region ID
1,1,789GHI,ACC_DESC_NAME,Google search,0,Region_X_Country_Y__P_FamilyCommunity_Campaign_ID_#46,GHI City ID,0,0,1,ABC Country,2021-04-05,Computers,1,0,XYZ Region ID
1,1,456DEF,ACC_DESC_NAME,Google search,0,Region_X_Country_Y__P_FamilyCommunity_Campaign_ID_#46,GHI City ID,0,0,1,ABC Country,2021-03-13,Computers,1,0,XYZ Region ID
1,1,123ABC,ACC_DESC_NAME,Google search,0,Region_X_Country_Y__P_FamilyCommunity_Campaign_ID_#46,GHI City ID,0,0,1,ABC Country,2021-04-11,Computers,1,0,XYZ Region ID
1,1,456DEF,ACC_DESC_NAME,Google search,0,Region_X_Country_Y__P_FamilyCommunity_Campaign_ID_#46,GHI City ID,0,0,1,ABC Country,2021-02-19,Computers,1,0,XYZ Region ID
1,1,123ABC,ACC_DESC_NAME,Search partners,0,Region_X_Country_Y__P_FamilyCommunity_Campaign_ID_#46,GHI City ID,0,0,1,ABC Country,2021-03-28,Computers,1,0,XYZ Region ID
1,1,789GHI,ACC_DESC_NAME,Search partners,0,Region_X_Country_Y__P_FamilyCommunity_Campaign_ID_#46,GHI City ID,0,0,1,ABC Country,2021-03-16,Computers,1,0,XYZ Region ID
1,1,789GHI,ACC_DESC_NAME,Search partners,0,Region_X_Country_Y__P_FamilyCommunity_Campaign_ID_#46,GHI City ID,0,0,1,ABC Country,2021-02-22,Computers,1,0,XYZ Region ID
1,1,123ABC,ACC_DESC_NAME,Google search,0,Region_X_Country_Y__P_FamilyCommunity_Campaign_ID_#46,GHI City ID,0,0,1,ABC Country,2021-02-16,Computers,1,0,XYZ Region ID
1,1,456DEF,ACC_DESC_NAME,Google search,0,Region_X_Country_Y__P_FamilyCommunity_Campaign_ID_#46,GHI City ID,0,0,1,ABC Country,2021-02-17,Computers,1,0,XYZ Region ID
1,1,123ABC,ACC_DESC_NAME,Google search,0,Region_X_Country_Y__P_FamilyCommunity_Campaign_ID_#46,GHI City ID,0,0,1,ABC Country,2021-02-10,Computers,1,0,XYZ Region ID
1,1,789GHI,ACC_DESC_NAME,Search partners,0,Region_X_Country_Y__P_FamilyCommunity_Campaign_ID_#46,GHI City ID,0,0,3,ABC Country,2021-02-25,Computers,1,0,XYZ Region ID
1,1,789GHI,ACC_DESC_NAME,Search partners,0,Region_X_Country_Y__P_FamilyCommunity_Campaign_ID_#46,GHI City ID,0,0,1,ABC Country,2021-02-25,Computers,1,0,XYZ Region ID
1,1,456DEF,ACC_DESC_NAME,Search partners,0,Region_X_Country_Y__P_FamilyCommunity_Campaign_ID_#46,GHI City ID,0,0,6,ABC Country,2021-02-23,Computers,1,0,XYZ Region ID
1,1,789GHI,ACC_DESC_NAME,Search partners,0,Region_X_Country_Y__P_FamilyCommunity_Campaign_ID_#46,GHI City ID,0,0,1,ABC Country,2021-03-07,Computers,1,0,XYZ Region ID
