client_id,campaign_id,group_id,account_descriptive_name,ad_network_type,avg_position,campaign_name,city_criteria_id,clicks,cost,impressions,country_criteria_id,date,device,external_customer_id,metro_criteria_id,region_criteria_id
2264202350,9832920190,102731292169,CAN_HKD_006_P_A_SC_ACD_FQS_000,Search partners,0.0,CAN_FR_00_P_FamilyCommunity_LTSG00_oo_oo_S_A#46,1002055,0,0.0,1,2124,2021-04-20,Computers,2264202350,0,20116
2264202350,9832920190,102731292409,CAN_HKD_006_P_A_SC_ACD_FQS_000,Google search,0.0,CAN_FR_00_P_FamilyCommunity_LTSG00_oo_oo_S_A#46,1002055,0,0.0,1,2124,2021-03-02,Computers,2264202350,0,20116
2264202350,9832920190,102731292169,CAN_HKD_006_P_A_SC_ACD_FQS_000,Search partners,0.0,CAN_FR_00_P_FamilyCommunity_LTSG00_oo_oo_S_A#46,1002055,3,1070000.0,6,2124,2021-03-12,Computers,2264202350,0,20116
2264202350,9832920190,102731292169,CAN_HKD_006_P_A_SC_ACD_FQS_000,Search partners,0.0,CAN_FR_00_P_FamilyCommunity_LTSG00_oo_oo_S_A#46,1002061,0,0.0,1,2124,2021-04-07,Computers,2264202350,0,20116
2264202350,9832920190,102731292409,CAN_HKD_006_P_A_SC_ACD_FQS_000,Search partners,0.0,CAN_FR_00_P_FamilyCommunity_LTSG00_oo_oo_S_A#46,1002055,0,0.0,1,2124,2021-04-10,Computers,2264202350,0,20116
2264202350,9832920190,102731292409,CAN_HKD_006_P_A_SC_ACD_FQS_000,Google search,0.0,CAN_FR_00_P_FamilyCommunity_LTSG00_oo_oo_S_A#46,1002055,0,0.0,1,2124,2021-04-10,Computers,2264202350,0,20116
2264202350,9832920190,102731292169,CAN_HKD_006_P_A_SC_ACD_FQS_000,Search partners,0.0,CAN_FR_00_P_FamilyCommunity_LTSG00_oo_oo_S_A#46,1001970,0,0.0,1,2124,2021-03-28,Computers,2264202350,0,20114
2264202350,9832920190,102731292409,CAN_HKD_006_P_A_SC_ACD_FQS_000,Search partners,0.0,CAN_FR_00_P_FamilyCommunity_LTSG00_oo_oo_S_A#46,1002022,0,0.0,1,2124,2021-03-16,Computers,2264202350,0,20115
2264202350,9832920190,102731292369,CAN_HKD_006_P_A_SC_ACD_FQS_000,Search partners,0.0,CAN_FR_00_P_FamilyCommunity_LTSG00_oo_oo_S_A#46,0,0,0.0,1,2124,2021-03-31,Computers,2264202350,0,20118
2264202350,9832920190,102731292169,CAN_HKD_006_P_A_SC_ACD_FQS_000,Google search,0.0,CAN_FR_00_P_FamilyCommunity_LTSG00_oo_oo_S_A#46,1002083,0,0.0,1,2124,2021-04-15,Computers,2264202350,0,20116
2264202350,9832920190,102731292369,CAN_HKD_006_P_A_SC_ACD_FQS_000,Search partners,0.0,CAN_FR_00_P_FamilyCommunity_LTSG00_oo_oo_S_A#46,1002060,0,0.0,2,2124,2021-04-22,Computers,2264202350,0,20116
2264202350,9832920190,102731292169,CAN_HKD_006_P_A_SC_ACD_FQS_000,Search partners,0.0,CAN_FR_00_P_FamilyCommunity_LTSG00_oo_oo_S_A#46,1002099,0,0.0,1,2124,2021-05-05,Computers,2264202350,0,20117
2264202350,9832920190,102731292169,CAN_HKD_006_P_A_SC_ACD_FQS_000,Google search,0.0,CAN_FR_00_P_FamilyCommunity_LTSG00_oo_oo_S_A#46,1002045,0,0.0,1,2124,2021-05-06,Computers,2264202350,0,20115
2264202350,9832920190,102731292369,CAN_HKD_006_P_A_SC_ACD_FQS_000,Search partners,0.0,CAN_FR_00_P_FamilyCommunity_LTSG00_oo_oo_S_A#46,1002045,0,0.0,5,2124,2021-05-06,Computers,2264202350,0,20115
2264202350,9832920190,102731292369,CAN_HKD_006_P_A_SC_ACD_FQS_000,Google search,0.0,CAN_FR_00_P_FamilyCommunity_LTSG00_oo_oo_S_A#46,1002095,0,0.0,1,2124,2021-02-23,Computers,2264202350,0,20117
2264202350,9832920190,102731292409,CAN_HKD_006_P_A_SC_ACD_FQS_000,Google search,0.0,CAN_FR_00_P_FamilyCommunity_LTSG00_oo_oo_S_A#46,1001848,0,0.0,1,2124,2021-04-27,Computers,2264202350,0,20113
2264202350,9832920190,102731292369,CAN_HKD_006_P_A_SC_ACD_FQS_000,Google search,0.0,CAN_FR_00_P_FamilyCommunity_LTSG00_oo_oo_S_A#46,9047854,0,0.0,1,2124,2021-04-01,Computers,2264202350,0,20116
2264202350,9832920190,102731292369,CAN_HKD_006_P_A_SC_ACD_FQS_000,Google search,0.0,CAN_FR_00_P_FamilyCommunity_LTSG00_oo_oo_S_A#46,0,0,0.0,1,2124,2021-04-05,Computers,2264202350,0,20116
